arh:AHiyo8_pI65860	gene	pHiyo8-1:<1..492	AHiyo8_pI65860
arh:AHiyo8_08760	CDS	575424..575753	dnak suppressor protein
arh:AHiyo8_08770	CDS	complement(576560..576712)	pfkb domain protein
arh:AHiyo8_08780	CDS	complement(576709..577137)	fructokinase
arh:AHiyo8_08790	CDS	complement(577549..578103)	ribose import ATP-binding protein RbsA
arh:AHiyo8_08800	CDS	complement(578388..578870)	hypothetical protein
arh:AHiyo8_08810	CDS	578969..579460	ribose operon repressor
arh:AHiyo8_08820	CDS	579602..580183	nickel-binding periplasmic protein
arh:AHiyo8_08830	CDS	580150..581160	periplasmic oligopeptide-binding protein
arh:AHiyo8_08840	CDS	581339..582232	putative peptide permease protein BRA0408/BS1330_II0405
arh:AHiyo8_08850	CDS	complement(582058..582495)	hypothetical protein
arh:AHiyo8_08860	CDS	583246..584199	probable peptide ABC transporter ATP-binding protein y4tR
arh:AHiyo8_08870	CDS	584293..584682	dipeptide transport ATP-binding protein DppF
arh:AHiyo8_08880	CDS	584857..585072	oligopeptide transport ATP-binding protein AmiF
arh:AHiyo8_08890	CDS	585072..585260	ABC transporter protein
arh:AHiyo8_08900	CDS	585257..586816	fructan 6-exohydrolase
arh:AHiyo8_08910	CDS	587048..587557	levanase
arh:AHiyo8_08920	CDS	587557..588540	levanase
arh:AHiyo8_08930	CDS	589257..589877	uncharacterized HTH-type transcriptional regulator y4mF
arh:AHiyo8_08940	CDS	589874..590560	hypothetical protein
arh:AHiyo8_08950	CDS	590557..591378	F420-dependent glucose-6-phosphate dehydrogenase
arh:AHiyo8_08960	CDS	591392..591997	hypothetical protein
arh:AHiyo8_08970	CDS	592684..592992	monogalactosyldiacylglycerol synthase
arh:AHiyo8_08980	CDS	592989..593639	processive diacylglycerol glucosyltransferase
arh:AHiyo8_08990	CDS	593639..593824	monogalactosyldiacylglycerol synthase
arh:AHiyo8_09000	CDS	593821..594144	monogalactosyldiacylglycerol synthase
arh:AHiyo8_09010	CDS	complement(594209..594850)	beta-glucosidase
arh:AHiyo8_09020	CDS	complement(594844..596109)	beta-glucosidase
arh:AHiyo8_09030	CDS	complement(596106..596423)	beta-Glucosidase
arh:AHiyo8_09040	CDS	596694..597125	hypothetical protein
arh:AHiyo8_09050	CDS	597068..597325	uncharacterized membrane protein Rv3760
arh:AHiyo8_09060	CDS	complement(597435..597986)	hypothetical protein
arh:AHiyo8_09070	CDS	598348..598728	12-oxophytodienoate reductase 3
arh:AHiyo8_09080	CDS	598975..599763	dehydrogenase/reductase SDR family protein 7-like
arh:AHiyo8_09090	CDS	599875..600567	reticulon-4-interacting protein 1 homolog, mitochondrial
arh:AHiyo8_09100	CDS	600918..601406	putative aminoacrylate hydrolase RutD
arh:AHiyo8_09110	CDS	complement(601378..601641)	hypothetical protein
arh:AHiyo8_09120	CDS	601643..601783	alpha/Beta hydrolase
arh:AHiyo8_09130	CDS	602054..602656	tetr family transcriptional regulator protein
arh:AHiyo8_09140	CDS	complement(603072..603800)	uncharacterized protein Mb2073c
arh:AHiyo8_09150	CDS	complement(604076..604207)	hypothetical protein
arh:AHiyo8_09160	CDS	complement(604245..605426)	inulin fructotransferase [DFA-I-forming]
arh:AHiyo8_09170	CDS	605819..607099	probable ABC transporter-binding protein DR_1438
arh:AHiyo8_09180	CDS	607166..607393	binding-Protein-Dependent transport systems inner membrane component
arh:AHiyo8_09190	CDS	607428..608051	probable ABC transporter permease protein y4oQ
arh:AHiyo8_09200	CDS	608083..608649	probable ABC transporter permease protein YurM
arh:AHiyo8_09210	CDS	608646..609092	probable ABC transporter permease protein y4oR
arh:AHiyo8_09220	CDS	609120..610490	inulin fructotransferase [DFA-I-forming]
arh:AHiyo8_09230	CDS	610608..610949	HTH-type transcriptional regulator RegA
arh:AHiyo8_09240	CDS	611055..611483	probable HTH-type transcriptional repressor ExuR
arh:AHiyo8_09250	CDS	611510..611695	transcriptional regulator protein
arh:AHiyo8_09260	CDS	611746..612249	fructokinase
arh:AHiyo8_09270	CDS	612293..612697	fructokinase
arh:AHiyo8_09280	CDS	612746..613297	levanase
arh:AHiyo8_09290	CDS	613255..614289	levanase
arh:AHiyo8_09300	CDS	complement(614568..615005)	uncharacterized HTH-type transcriptional regulator Mb3122
arh:AHiyo8_09310	CDS	615070..615804	integral membrane protein
arh:AHiyo8_09320	CDS	615875..616108	hypothetical protein
arh:AHiyo8_09330	CDS	616493..616819	putative esterase VNG_1336C
arh:AHiyo8_09340	CDS	complement(616872..617216)	uncharacterized HTH-type transcriptional regulator YgbI
arh:AHiyo8_09350	CDS	complement(617899..618198)	hypothetical protein
arh:AHiyo8_09360	CDS	complement(618510..619016)	estradiol 17-beta-dehydrogenase 8
arh:AHiyo8_09370	CDS	complement(619031..619258)	hypothetical protein
arh:AHiyo8_09380	CDS	complement(619393..620379)	inositol 2-dehydrogenase
arh:AHiyo8_09390	CDS	complement(620376..621158)	probable ABC transporter permease protein y4oR
arh:AHiyo8_09400	CDS	complement(621232..621555)	probable ABC transporter permease protein BRA0749/BS1330_II0742
arh:AHiyo8_09410	CDS	complement(621498..621830)	part of a binding-protein-dependent transport system
arh:AHiyo8_09420	CDS	complement(621821..622144)	hypothetical protein
arh:AHiyo8_09430	CDS	complement(622232..623068)	uncharacterized ABC transporter extracellular-binding protein YurO
arh:AHiyo8_09440	CDS	complement(623032..623466)	multiple sugar-binding protein
arh:AHiyo8_09450	CDS	complement(623613..624164)	uncharacterized transporter YycB
arh:AHiyo8_09460	CDS	complement(624161..624748)	uncharacterized transporter YycB
arh:AHiyo8_09470	CDS	complement(625044..626036)	putative oxidoreductase YceM
arh:AHiyo8_09480	CDS	complement(626036..626935)	inosose dehydratase
arh:AHiyo8_09490	CDS	complement(627081..627506)	glyoxalase/Bleomycin resistance protein/dioxygenase
arh:AHiyo8_09500	CDS	complement(627503..628498)	HTH-type transcriptional regulator DegA
arh:AHiyo8_09510	CDS	complement(628491..629246)	oxidoreductase
arh:AHiyo8_09520	CDS	complement(629222..629476)	oxidoreductase
arh:AHiyo8_09530	CDS	629618..630265	KHG/KDPG aldolase
arh:AHiyo8_09540	CDS	630262..630810	hypothetical protein
arh:AHiyo8_09550	CDS	631149..631880	proline/betaine transporter
arh:AHiyo8_09560	CDS	631880..632563	proline/betaine transporter
arh:AHiyo8_09570	CDS	632729..633550	uncharacterized protein MJ1614
arh:AHiyo8_09580	CDS	633693..634484	glucose 1-dehydrogenase 2
arh:AHiyo8_09590	CDS	complement(634939..635406)	uncharacterized oxidoreductase YccK
arh:AHiyo8_09600	CDS	complement(635460..635909)	uncharacterized oxidoreductase YrpG
arh:AHiyo8_09610	CDS	636056..636673	HTH-type transcriptional repressor KstR2
arh:AHiyo8_09620	CDS	complement(636925..637230)	conserved hypothetical protein
arh:AHiyo8_09630	CDS	637543..638193	hypothetical protein
arh:AHiyo8_09640	CDS	638273..638893	levodione reductase
arh:AHiyo8_09650	CDS	639246..639440	beta-Glucosidase
arh:AHiyo8_09660	CDS	639413..639700	putative beta-glucosidase 17
arh:AHiyo8_09670	CDS	639912..640364	beta-glucosidase 42
arh:AHiyo8_09680	CDS	640331..640462	beta-Glucosidase
arh:AHiyo8_09690	CDS	640481..640915	beta-glucuronidase
arh:AHiyo8_09700	CDS	complement(641267..641644)	hypothetical protein
arh:AHiyo8_09710	CDS	641689..642303	beta-glucuronidase
arh:AHiyo8_09720	CDS	642372..642959	sucrose transport protein SUT4
arh:AHiyo8_09730	CDS	643376..643795	major facilitator superfamily MFS_1 protein
arh:AHiyo8_09740	CDS	643836..644537	alpha-L-Rhamnosidase
arh:AHiyo8_09750	CDS	644501..644842	alpha-L-Rhamnosidase
arh:AHiyo8_09760	CDS	644839..645480	alpha-L-Rhamnosidase
arh:AHiyo8_09770	CDS	645453..646337	alpha-L-Rhamnosidase
arh:AHiyo8_09780	CDS	complement(646589..646774)	ketol-acid reductoisomerase
arh:AHiyo8_09790	CDS	complement(646853..647131)	conserved hypothetical protein
arh:AHiyo8_09800	CDS	complement(647292..647573)	conserved hypothetical protein
arh:AHiyo8_09810	CDS	648268..648687	transcriptional regulator, GntR family protein
arh:AHiyo8_09820	CDS	648971..649468	hypothetical protein
arh:AHiyo8_09830	CDS	complement(649458..649598)	hypothetical protein
arh:AHiyo8_09840	CDS	complement(649595..649783)	hypothetical protein
arh:AHiyo8_09850	CDS	complement(650120..650398)	phosphocarrier protein HPr
arh:AHiyo8_09860	CDS	complement(650454..650630)	phosphoenolpyruvate-Protein phosphotransferase
arh:AHiyo8_09870	CDS	complement(650627..651055)	phosphoenolpyruvate-protein phosphotransferase
arh:AHiyo8_09880	CDS	complement(651124..651618)	phosphoenolpyruvate-protein phosphotransferase
arh:AHiyo8_09890	CDS	651730..652242	hypothetical protein
arh:AHiyo8_09900	CDS	complement(652321..653169)	beta-glucoside operon antiterminator
arh:AHiyo8_09910	CDS	complement(653196..653696)	aryl-phospho-beta-D-glucosidase BglC
arh:AHiyo8_09920	CDS	complement(653675..653908)	aryl-phospho-beta-D-glucosidase BglC
arh:AHiyo8_09930	CDS	complement(653869..654630)	aryl-phospho-beta-D-glucosidase BglC
arh:AHiyo8_09940	CDS	complement(654699..655052)	PTS system glucose-specific EIICBA component
arh:AHiyo8_09950	CDS	complement(655016..655636)	PTS system sucrose-specific EIIBCA component
arh:AHiyo8_09960	CDS	655718..655828	hypothetical protein
arh:AHiyo8_09970	CDS	complement(655893..656651)	PTS system beta-glucoside-specific EIIBCA component
arh:AHiyo8_09980	CDS	complement(657116..657508)	conserved hypothetical protein
arh:AHiyo8_09990	CDS	complement(657480..657728)	uncharacterized oxidoreductase Mkms_1985
arh:AHiyo8_10000	CDS	complement(657725..658384)	prostaglandin F synthase
arh:AHiyo8_10010	CDS	complement(658381..658815)	conserved hypothetical protein
arh:AHiyo8_10020	CDS	complement(658838..659824)	probable aldo-keto reductase 2
arh:AHiyo8_10030	CDS	complement(659827..660441)	hypothetical protein
arh:AHiyo8_10040	CDS	660483..661205	4-carboxymuconolactone decarboxylase
arh:AHiyo8_10050	CDS	661389..662423	UPF0173 metal-dependent hydrolase Memar_1421
arh:AHiyo8_t00520	tRNA	complement(662653..662733)	tRNA-Leu
arh:AHiyo8_10060	CDS	662930..663535	probable transcriptional regulatory protein pdtaR
arh:AHiyo8_10070	CDS	complement(663672..665171)	pyruvate kinase
arh:AHiyo8_10080	CDS	complement(665229..666179)	glutamate synthase [NADPH] small chain
arh:AHiyo8_10090	CDS	complement(666197..666343)	glutamate synthase [NADPH] small chain
arh:AHiyo8_10100	CDS	complement(666340..666684)	glutamate synthase [NADPH] small chain
arh:AHiyo8_10110	CDS	complement(666677..669340)	glutamate synthase [NADPH] large chain
arh:AHiyo8_10120	CDS	669482..669703	hypothetical protein
arh:AHiyo8_10130	CDS	complement(669636..671288)	glutamate synthase [NADPH] large chain
arh:AHiyo8_10140	CDS	complement(671420..672190)	prolipoprotein diacylglyceryl transferase
arh:AHiyo8_10150	CDS	complement(672220..672759)	prolipoprotein diacylglyceryl transferase 2
arh:AHiyo8_10160	CDS	complement(672779..673087)	tryptophan synthase alpha chain
arh:AHiyo8_10170	CDS	complement(673320..673589)	tryptophan synthase alpha chain
arh:AHiyo8_10180	CDS	complement(673589..674599)	tryptophan synthase beta chain
arh:AHiyo8_10190	CDS	complement(674659..674970)	tryptophan synthase beta chain
arh:AHiyo8_10200	CDS	complement(675079..675897)	indole-3-glycerol phosphate synthase
arh:AHiyo8_10210	CDS	complement(675900..675989)	hypothetical protein
arh:AHiyo8_10220	CDS	complement(675986..676171)	hypothetical protein
arh:AHiyo8_10230	CDS	complement(676261..678441)	anthranilate synthase component 1
arh:AHiyo8_10240	CDS	complement(678497..678925)	phosphoribosyl-AMP cyclohydrolase
arh:AHiyo8_10250	CDS	679015..679659	hypothetical protein
arh:AHiyo8_10260	CDS	complement(679748..680524)	imidazole glycerol phosphate synthase subunit HisF
arh:AHiyo8_10270	CDS	complement(680548..681498)	ATP phosphoribosyltransferase
arh:AHiyo8_10280	CDS	complement(681566..681829)	phosphoribosyl-ATP pyrophosphatase
arh:AHiyo8_10290	CDS	complement(681945..682325)	6,7-dimethyl-8-ribityllumazine synthase
arh:AHiyo8_10300	CDS	complement(682470..683171)	GTP cyclohydrolase-2
arh:AHiyo8_10310	CDS	683270..683569	hypothetical protein
arh:AHiyo8_10320	CDS	complement(683535..683858)	riboflavin biosynthesis protein RibBA
arh:AHiyo8_10330	CDS	complement(683800..684492)	riboflavin synthase
arh:AHiyo8_10340	CDS	684606..684938	hypothetical protein
arh:AHiyo8_10350	CDS	complement(684791..685405)	riboflavin biosynthesis protein RibD
arh:AHiyo8_10360	CDS	complement(685638..686096)	hypothetical protein
arh:AHiyo8_10370	CDS	complement(686675..687397)	ribulose-phosphate 3-epimerase
arh:AHiyo8_10380	CDS	complement(687502..688452)	putative methyltransferase Rv1407/MT1451
arh:AHiyo8_10390	CDS	688524..688667	hypothetical protein
arh:AHiyo8_10400	CDS	complement(689030..689890)	methionyl-tRNA formyltransferase
arh:AHiyo8_10410	CDS	complement(689841..690452)	peptide deformylase
arh:AHiyo8_10420	CDS	complement(690503..691384)	conserved hypothetical protein
arh:AHiyo8_10430	CDS	691587..691925	diguanylate cyclase
arh:AHiyo8_10440	CDS	691892..692563	cellulose synthesis regulatory protein
arh:AHiyo8_t00510	tRNA	complement(692771..692845)	tRNA-Val
arh:AHiyo8_t00000	tRNA	complement(693104..693176)	tRNA-Gly
arh:AHiyo8_t00010	tRNA	complement(693232..693301)	tRNA-Cys
arh:AHiyo8_t00020	tRNA	complement(693343..693417)	tRNA-Val
arh:AHiyo8_t00030	tRNA	complement(693475..693547)	tRNA-Gly
arh:AHiyo8_t00040	tRNA	complement(693595..693669)	tRNA-Val
arh:AHiyo8_t00050	tRNA	complement(693727..693802)	tRNA-Gly
arh:AHiyo8_10450	CDS	complement(693893..694957)	transposase
arh:AHiyo8_10460	CDS	695336..696793	uncharacterized amino acid permease YfnA
arh:AHiyo8_10470	CDS	697251..698357	inner membrane protein YdcO
arh:AHiyo8_10480	CDS	complement(698498..699535)	lactation elevated protein 1
arh:AHiyo8_10490	CDS	699745..700536	putative thiosulfate sulfurtransferase SseA
arh:AHiyo8_10500	CDS	700485..701069	putative thiosulfate sulfurtransferase SseA
arh:AHiyo8_10510	CDS	701102..701218	hypothetical protein
arh:AHiyo8_10520	CDS	complement(701341..701505)	hypothetical protein
arh:AHiyo8_10530	CDS	complement(701538..701753)	hypothetical protein
arh:AHiyo8_10540	CDS	complement(701750..702595)	hypothetical protein
arh:AHiyo8_10550	CDS	703000..703632	hypothetical protein
arh:AHiyo8_10560	CDS	703735..704136	peptide methionine sulfoxide reductase MsrB
arh:AHiyo8_10570	CDS	complement(704274..704486)	hypothetical protein
arh:AHiyo8_10580	CDS	704742..706019	conserved hypothetical protein
arh:AHiyo8_10590	CDS	706079..706417	hypothetical protein
arh:AHiyo8_10600	CDS	706414..707526	low specificity L-threonine aldolase
arh:AHiyo8_10610	CDS	707784..708323	conserved hypothetical protein
arh:AHiyo8_10620	CDS	708320..709468	exosome complex exonuclease RRP6
arh:AHiyo8_10630	CDS	709438..709779	ribonuclease D
arh:AHiyo8_10640	CDS	710200..711210	3-ketoacyl-CoA thiolase B, peroxisomal
arh:AHiyo8_10650	CDS	complement(711153..712028)	hypothetical protein
arh:AHiyo8_10660	CDS	712126..713595	3-hydroxybutyryl-CoA dehydrogenase
arh:AHiyo8_10670	CDS	complement(714171..714431)	uncharacterized protein in ribF 3'regio
arh:AHiyo8_10680	CDS	complement(714442..715419)	uncharacterized oxidoreductase YrpG
arh:AHiyo8_10690	CDS	complement(715459..715674)	dna-Directed RNA polymerase
arh:AHiyo8_10700	CDS	complement(715705..716265)	conserved hypothetical protein
arh:AHiyo8_10710	CDS	complement(716360..716830)	1-deoxy-D-xylulose-5-phosphate synthase
arh:AHiyo8_10720	CDS	complement(716773..718332)	1-deoxy-D-xylulose-5-phosphate synthase
arh:AHiyo8_10730	CDS	complement(718484..719251)	aconitate hydratase
arh:AHiyo8_10740	CDS	complement(719248..721314)	aconitate hydratase
arh:AHiyo8_10750	CDS	complement(721454..722065)	uncharacterized RNA methyltransferase SAV_2389
arh:AHiyo8_10760	CDS	complement(722132..722848)	uncharacterized RNA methyltransferase SAV_2389
arh:AHiyo8_10770	CDS	complement(722848..724821)	uncharacterized amino acid permease YdaO
arh:AHiyo8_10780	CDS	724932..725606	trk system potassium uptake protein TrkA
arh:AHiyo8_10790	CDS	725680..726405	trk system potassium uptake protein TrkA
arh:AHiyo8_10800	CDS	complement(726370..726882)	conserved hypothetical protein
arh:AHiyo8_10810	CDS	complement(726894..727091)	conserved hypothetical protein
arh:AHiyo8_10820	CDS	complement(727433..727564)	conserved hypothetical protein
arh:AHiyo8_10830	CDS	complement(727537..728181)	conserved hypothetical protein
arh:AHiyo8_10840	CDS	complement(728292..728525)	deoxyuridine 5'-triphosphate nucleotidohydrolase
arh:AHiyo8_10850	CDS	729106..729474	hypothetical protein
arh:AHiyo8_10860	CDS	complement(729407..729706)	conserved hypothetical protein
arh:AHiyo8_10870	CDS	complement(730337..730960)	hypothetical protein
arh:AHiyo8_10880	CDS	730963..731325	hypothetical protein
arh:AHiyo8_10890	CDS	complement(731377..732243)	thymidine kinase
arh:AHiyo8_10900	CDS	complement(732240..732689)	type I phosphodiesterase/nucleotide pyrophosphatase
arh:AHiyo8_10910	CDS	complement(732796..733311)	type I phosphodiesterase/nucleotide pyrophosphatase
arh:AHiyo8_10920	CDS	complement(733311..733496)	hypothetical protein
arh:AHiyo8_10930	CDS	733810..733941	hypothetical protein
arh:AHiyo8_10940	CDS	complement(734105..736765)	uncharacterized protein MJ0590
arh:AHiyo8_10950	CDS	736820..737647	DNA gyrase subunit A
arh:AHiyo8_10960	CDS	737602..739356	DNA gyrase subunit A
arh:AHiyo8_10970	CDS	complement(739398..739778)	glyoxalase/Bleomycin resistance protein/dioxygenase
arh:AHiyo8_10980	CDS	739903..740421	conserved hypothetical protein
arh:AHiyo8_10990	CDS	740430..741515	probable nitronate monooxygenase
arh:AHiyo8_11000	CDS	complement(741523..741870)	lipid A export ATP-binding/permease protein MsbA
arh:AHiyo8_11010	CDS	complement(742632..743102)	ATP-binding/permease protein CydD
arh:AHiyo8_11020	CDS	743164..743820	hypothetical protein
arh:AHiyo8_11030	CDS	complement(743799..744935)	ATP-binding/permease protein CydD
arh:AHiyo8_11040	CDS	complement(744932..746035)	cytochrome bd ubiquinol oxidase subunit 2
arh:AHiyo8_11050	CDS	complement(746055..746576)	cytochrome bd ubiquinol oxidase subunit 1
arh:AHiyo8_11060	CDS	complement(746567..747667)	cytochrome bd ubiquinol oxidase subunit 1
arh:AHiyo8_11070	CDS	747872..748330	transcriptional regulator BlaI
arh:AHiyo8_11080	CDS	748337..748999	peptidase M56 BlaR1
arh:AHiyo8_11090	CDS	complement(749382..749837)	DNA gyrase subunit B
arh:AHiyo8_11100	CDS	complement(749843..750367)	DNA gyrase subunit B
arh:AHiyo8_11110	CDS	complement(750462..751085)	DNA gyrase subunit B
arh:AHiyo8_11120	CDS	751136..751450	uncharacterized 80.2 kDa protein in the 5'region of gyrA and gyrB
arh:AHiyo8_11130	CDS	751709..751846	hypothetical protein
arh:AHiyo8_11140	CDS	complement(752050..752700)	protease synthase and sporulation protein PAI 2
arh:AHiyo8_11150	CDS	complement(752753..753763)	uncharacterized transporter YdeK
arh:AHiyo8_11160	CDS	complement(754454..754615)	hypothetical protein
arh:AHiyo8_11170	CDS	754616..754906	uncharacterized HTH-type transcriptional regulator YdfD
arh:AHiyo8_11180	CDS	complement(755208..756506)	RNA polymerase principal sigma factor HrdB
arh:AHiyo8_11190	CDS	complement(756820..757128)	hypothetical protein
